Call_Number,SiteCode,Latitude,Longitude,Date,Year,Cape,Zone,Transect,Quadrat,Exposure (if noted),RelativeRugosity,SubstrateType,TotalAdultUrchins,PittedUrchins,CreviceUrchins,OpenUrchins,JuvenileUrchins,PittedJuveniles,RecruitUrchins,RedUrchins,EmptyPits,PitsPresent,UrchinSize1,UrchinSize2,UrchinSize3,UrchinSize4,UrchinSize5,Attached red drift ,Attached brown drift ,Attached green drift ,Attached phyllospadix drift,Attached other drift,TotalAttachedDrift,UrchinCover,AlgaeHoldfasts,UnderstoryAlgae,EmphermalGreens ,PhyllospadixRhizomes,CorallineCrusts,RedBrownCrusts,SessileInverts,SandCobble,BareRock,AvailableBareRock,TotalPrimaryCover,Egregia,Hedophyllum,Mastocarpus,Laminaria,Alaria,Mazzaella,Costaria,Phyllospadix,Nereocystis,Pyropia,Lessoniopsis,Fucus,Stephanocystis,Desmerestia ,Red Blade 2,Erhythophyllum (red blade 1),Chondracanthus (turkish towel),Prionitis,Constaninea,Unknown or Other,Diatom,Total Canopy
FC_2025_AZ_2_2,FC,44.8386,-124.05875,6/12/25,2025,CF,AZ,2,2,,,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,21,0,0,0,79,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
FC_2025_AZ_2_3,FC,44.8386,-124.05875,6/12/25,2025,CF,AZ,2,3,,,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,41,0,0,0,59,0,0,100,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FC_2025_AZ_2_4,FC,44.8386,-124.05875,6/12/25,2025,CF,AZ,2,4,,,FD,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,62,0,2,2,2,0,20,0,0,100,43,0,0,7,0,70,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,124
FC_2025_AZ_2_5,FC,44.8386,-124.05875,6/12/25,2025,CF,AZ,2,5,,,FD,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,25,0,1,0,0,0,54,0,0,100,100,0,0,24,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
FC_2025_UPZ_1_1,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,1,1,,,VB,13,13,0,0,0,NA,NA,0,2,9,,,,,,,,,,,,9,4,42,4,0,25,6,5,0,14,5,100,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
FC_2025_UPZ_1_2,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,1,2,,,VB,27,27,0,0,0,NA,NA,0,1,21,,,,,,,,,,,,21,5,23,0,0,27,3,21,0,21,0,100,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
FC_2025_UPZ_1_3,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,1,3,,,FB,16,16,0,0,0,NA,NA,0,2,12,,,,,,,,,,,,12,5,69,2,0,7,2,3,0,12,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC_2025_UPZ_1_4,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,1,4,,,FB,23,23,0,0,4,NA,NA,0,2,23,,,,,,,,,,,,23,1,34,1,0,30,5,5,0,24,1,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FC_2025_UPZ_1_5,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,1,5,,,VB,32,32,0,0,2,NA,NA,0,0,35,,,,,,,,,,,,35,0,34,0,0,21,7,3,0,35,0,100,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
FC_2025_UPZ_2_1,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,2,1,,,VB,6,6,0,0,0,NA,NA,0,1,3,,,,,,,,,,,,3,2,46,0,0,10,3,23,4,12,9,100,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
FC_2025_UPZ_2_2,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,2,2,,,VB,24,24,0,0,3,NA,NA,0,2,20,,,,,,,,,,,,20,0,58,0,0,16,2,4,0,20,0,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FC_2025_UPZ_2_3,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,2,3,,,VB,18,18,0,0,0,NA,NA,0,2,14,,,,,,,,,,,,14,0,53,0,0,11,3,19,0,14,0,100,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
FC_2025_UPZ_2_4,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,2,4,,,FB,38,38,0,0,1,NA,NA,0,1,28,,,,,,,,,,,,28,0,53,0,0,14,2,3,0,28,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC_2025_UPZ_2_5,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,2,5,,,FB,12,12,0,0,1,NA,NA,0,1,10,,,,,,,,,,,,7,6,65,0,13,11,1,0,0,4,-3,100,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25
SH_2025_AZ_1_1,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,1,1,,,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56,16,0,0,6,1,7,14,0,0,100,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,92
SH_2025_AZ_1_2,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,1,2,,,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,39,0,8,0,0,0,19,0,0,100,0,0,0,0,0,3,0,17,0,0,97,0,0,0,0,0,0,0,0,0,0,117
SH_2025_AZ_1_3,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,1,3,,,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,28,0,59,1,0,0,11,0,0,100,0,0,0,0,0,4,0,65,0,0,14,0,0,0,0,0,0,0,0,0,0,83
SH_2025_AZ_1_4,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,1,4,,,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,74,2,0,4,1,0,6,1,1,100,17,2,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
SH_2025_AZ_1_5,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,1,5,,,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,14,0,0.1,0,1,0,35,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100
SH_2025_AZ_2_1,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,2,1,,,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,68,3,4,0,0,0,16,0,0,100,35,24,0,0,0,43,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,108
SH_2025_AZ_2_2,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,2,2,,,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,67,2,17,2,0,0,9,0,0,100,96,26,0,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,152
SH_2025_AZ_2_3,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,2,3,,,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,70,0,1,1,0,0.1,28,0,0,100,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
SH_2025_AZ_2_4,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,2,4,,,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,62,0,0,0,0,0,38,0,0,100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
SH_2025_AZ_2_5,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,2,5,,,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,48,2,0,2,6,0,11,26,26,100,2,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
SH_2025_UPZ_1_1,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,1,1,,,VB,2,2,0,0,0,NA,NA,0,0,2,,,,,,,,,,,,2,8,55,2,6,6,8,7,5,3,1,100,0,5,0,0,0,32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40
SH_2025_UPZ_1_2,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,1,2,,,VB,0,0,0,0,0,NA,NA,0,0,0,,,,,,,,,,,,0,12,24,0,0,18,5,1,0,40,40,100,0,69,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,73
SH_2025_UPZ_1_3,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,1,3,,,VB,0,0,0,0,0,NA,NA,0,0,0,,,,,,,,,,,,0,7,10,0,0,3,3,5,0,72,72,100,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
SH_2025_UPZ_1_4,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,1,4,,,VB,0,1,0,0,0,NA,NA,0,1,2,,,,,,,,,,,,,11,32,2,0,6,8,15,15,11,11,100,7,44,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
SH_2025_UPZ_1_5,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,1,5,,,VB,0,0,0,0,0,NA,NA,0,0,0,,,,,,,,,,,,,14,54,2,0,2,3,9,7,9,9,100,0,60,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
SH_2025_UPZ_2_1,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,2,1,,,VB,3,2,1,0,0,NA,NA,0,0,2,3.9,3.2,3,NA,NA,,,,,,,2,0,33,0,2,0,2,60,1,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH_2025_UPZ_2_2,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,2,2,,,VB,0,0,0,0,0,NA,NA,0,0,0,3.8,3.1,NA,NA,NA,,,,,,,0,0,55,0.1,0,2,1,36,0,6,6,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SH_2025_UPZ_2_3,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,2,3,,,W,2,1,1,0,0,NA,NA,0,0,1,3,NA,NA,NA,NA,,,,,,,2,4,20,1,0,0,0,73,0,2,0,100,0,13,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
SH_2025_UPZ_2_4,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,2,4,,,W,0,0,0,0,0,NA,NA,0,1,1,NA,NA,NA,NA,NA,,,,,,,0,0,4,0,0,0,0,94,0,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH_2025_UPZ_2_5,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,2,5,,,W,0,1,0,0,0,NA,NA,0,2,3,NA,NA,NA,NA,NA,,,,,,,1,0,22,1,0,7,0,62,0,8,7,100,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
YB_2025_AZ_1_1,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,1,1,,,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,13,0,0,14,13,1,0.1,48,48,100,0,57,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
YB_2025_AZ_1_2,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,1,2,,,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,67,0,0,4,3,10,0.1,4,4,100,0,52,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,70
YB_2025_AZ_1_3,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,1,3,,,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,57,0,0,12,4,8,0,5,5,100,0,82,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,91
YB_2025_AZ_1_4,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,1,4,,,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,69,0,0,10,1,2,0,1,1,100,0,63,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
YB_2025_AZ_1_5,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,1,5,,,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39,28,0,0,4,1,14,6,8,8,100,2,7,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,98
YB_2025_AZ_2_1,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,2,1,,,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2,0,0,35,6,1,4,12,12,100,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,92
YB_2025_AZ_2_2,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,2,2,,,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0.1,0,0,26,11,8,0,55,55,100,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,5,0,104
YB_2025_AZ_2_3,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,2,3,,,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,46,0,0,0.1,1,4,0,42,42,100,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
YB_2025_AZ_2_4,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,2,4,,,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,32,0,15,2,5,7,9,28,28,100,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,22
YB_2025_AZ_2_5,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,2,5,,,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,67,5,0,14,3,3,3,4,1,1,100,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,95
YB_2025_UPZ_1_1,YB,44.3114,-124.1086,6/13/25,2025,CP,UPZ,1,1,,,VB,1,0,1,0,0,NA,NA,0,0,1,,,NA,NA,NA,,,,,,,,0,39,0,0,3,4,15,0.1,39,39,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YB_2025_UPZ_1_2,YB,44.3114,-124.1086,6/13/25,2025,CP,UPZ,1,2,,,VD,2,0,2,0,0,NA,NA,0,0,2,,NA,NA,NA,NA,,,,,,,,0,1,0,0,74,7,12,0,6,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
YB_2025_UPZ_1_3,YB,44.3114,-124.1086,6/13/25,2025,CP,UPZ,1,3,,,FB,0,0,0,0,0,NA,NA,0,0,0,,NA,NA,NA,NA,,,,,,,,3,6,0,0,8,0,79,0.1,4,4,100,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
YB_2025_UPZ_1_4,YB,44.3114,-124.1086,6/13/25,2025,CP,UPZ,1,4,,,FB,0,0,0,0,0,NA,NA,0,0,0,,NA,NA,NA,NA,,,,,,,,0,57,0,0,0.1,4,12,0,27,27,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YB_2025_UPZ_1_5,YB,44.3114,-124.1086,6/13/25,2025,CP,UPZ,1,5,,,VD,2,0,2,0,0,NA,NA,0,0,1,,,NA,NA,NA,,,,,,,,2,77,0,0,4,1,15,0,1,1,100,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
WC_2025_AZ_1_1,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,1,1,,,VD,1,1,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,1,15,78,3,0,0,1,1,0,2,1,100,0,0,32,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
WC_2025_AZ_1_2,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,1,2,,,VD,1,0,1,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,1,9,79,3,0,0,5,0,2,2,1,100,0,0,21,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
WC_2025_AZ_1_3,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,1,3,,,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,0,3,9,0.1,0,0,11,7,0,70,70,100,0,0,9,0,0,11,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,41
WC_2025_AZ_1_4,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,1,4,,,VD,9,1,8,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,5,12,58,9,0,4,4,2,0,11,6,100,10,0,15,0,0,24,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,61
WC_2025_AZ_1_5,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,1,5,,,VB,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,0,14,78,3,0,1,0,0,2,2,2,100,0,2,22,0,0,60,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,91
WC_2025_AZ_2_1,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,2,1,,,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,0,6,42,6,0,1,0,1,38,6,6,100,0,30,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
WC_2025_AZ_2_2,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,2,2,,,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,0,10,41,2,25,4,6,0,10,2,2,100,85,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
WC_2025_AZ_2_3,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,2,3,,,VD,12,0,0,12,6,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,20,1,20,9,26,9,2,0,2,31,11,100,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13
WC_2025_AZ_2_4,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,2,4,,,FD,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,0,2,80,1,0,0,1,5,2,9,9,100,0,8,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18
WC_2025_AZ_2_5,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,2,5,,,VD,1,0,0,1,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,1,2,44,14,10,6,4,0,5,15,14,100,0,5,0,0,8,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,29
WC_2025_UPZ_1_1,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,1,1,,,VB,4,0,0,4,0,NA,0,0,2,2,,,,,,,,,,,,6,28,30,1,0,17,4,2,0,18,12,100,0,16,0,1,14,16,7,0,0,0,0,0,65,0,0,0,16,0,0,0,0,135
WC_2025_UPZ_1_2,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,1,2,,,FD,1,1,0,0,0,NA,0,0,8,9,,,,,,,,,,,,1,0,12,0.1,0,9,0,0,0,79,78,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC_2025_UPZ_1_3,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,1,3,,,VD,12,11,0,1,3,NA,0,0,6,17,,,,,,,,,,,,11,6,33,4,0,8,3,2,0,44,33,100,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
WC_2025_UPZ_1_4,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,1,4,,,VD,11,10,0,1,1,NA,0,0,5,15,,,,,,,,,,,,10,4,63,0.1,0,9,0,1,0,23,13,100,0,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
WC_2025_UPZ_1_5,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,1,5,,,VB,7,6,0,1,0,NA,0,0,7,13,,,,,,,,,,,,7,9,8,0,0,15,2,1,0,65,58,100,0,0,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
WC_2025_UPZ_2_1,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,2,1,,,VD,25,1,5,19,0,NA,0,0,0,5,,,,,,,,,,,,24,0,1,0.1,0,24,12,1,0.1,62,38,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC_2025_UPZ_2_2,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,2,2,,,VB,19,3,3,13,4,NA,0,0,4,7,,,,,,,,,,,,35,9,22,5,0,3,4,7,9,41,6,100,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
WC_2025_UPZ_2_3,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,2,3,,,VB,2,1,1,0,1,NA,0,0,4,5,,,,,,,,,,,,3,4,69,5,0,3,1,2,0,16,13,100,0,24,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
WC_2025_UPZ_2_4,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,2,4,,,VD,1,0,0,1,0,NA,0,0,12,12,,,,,,,,,,,,1,0,2,1,0,12,26,0.1,0,59,58,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC_2025_UPZ_2_5,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,2,5,,,VB,9,6,3,0,2,NA,0,0,7,13,,,,,,,,,,,,9,10,26,3,0,10,8,5,4,34,25,100,0,0,0,0,0,3,50,15,0,0,0,0,0,7,0,0,0,0,0,0,0,75
WC_2025_NPZ_1_1,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,1,1,,,VB,39,3,12,24,32,NA,15,0,0,3,,,,,,,,,,,,37,0,1,1,0,44,14,1,0,39,2,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WC_2025_NPZ_1_2,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,1,2,,,FB,1,0,1,0,4,NA,0,0,0,0,,,,,,,,,,,,1,0,0,2,5,3,8,0.1,0,82,81,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC_2025_NPZ_1_3,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,1,3,,,VB,29,0,1,28,2,NA,0,0,0,0,,,,,,,,,,,,38,0,0,0,0,7,2,1,11,79,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC_2025_NPZ_1_4,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,1,4,,,VB,20,0,1,19,2,NA,0,0,0,0,,,,,,,,,,,,26,0,0,1,0,11,6,1,2,79,53,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC_2025_NPZ_1_5,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,1,5,,,VB,1,0,1,0,3,NA,0,0,0,0,,,,,,,,,,,,1,0,4,0.1,33,13,5,2,0.1,43,42,100,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23
WC_2025_NPZ_2_1,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,2,1,,,CD,28,0,3,25,1,NA,0,0,0,0,,,,,,,,,,,,44,0,0,0.1,0,9,10,2,0,79,35,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC_2025_NPZ_2_2,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,2,2,,,CD,27,0,4,23,0,NA,0,1,0,0,,,,,,,,,,,,35,0,0,0,0,12,6,0,10,72,37,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC_2025_NPZ_2_3,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,2,3,,,CD,22,0,1,21,0,NA,0,0,0,0,,,,,,,,,,,,37,0,0,0,0,7,4,0,2,87,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC_2025_NPZ_2_4,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,2,4,,,CD,36,0,1,35,0,NA,0,0,0,0,,,,,,,,,,,,38,0,0,0,0,9,3,0,0.1,88,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC_2025_NPZ_2_5,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,2,5,,,VB,16,0,3,13,0,NA,0,0,0,0,,,,,,,,,,,,26,0,0,3,0,11,3,1,7,75,49,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP_2025_AZ_1_1,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,1,1,,,FB,0,0,0,0,0,NA,0,0,1,1,,,,,,,,,,,,0,32,16,0,21,19,4,0,0,8,8,100,0,20,0,0,25,30,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,104
RP_2025_AZ_1_2,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,1,2,,,FB,2,2,0,0,1,NA,0,0,0,2,,,,,,,,,,,,1,31,61,0,0,3,0,0.1,3,2,1,100,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
RP_2025_AZ_1_3,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,1,3,,,FB,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,17,34,48,0,0,0,0,1,0,0,100,0,0,0,0,0,22,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,34
