Call_Number,SiteCode,Latitude,Longitude,Date,Year,Cape,Zone,Transect,Quadrat,SubstrateType,TotalUrchins,PittedUrchins,CreviceUrchins,OpenUrchins,JuvenileUrchins,PittedJuveniles,RecruitUrchins,RedUrchins,EmptyPits,PitsPresent,UrchinSize1,UrchinSize2,UrchinSize3,UrchinSize4,UrchinSize5,Attached red drift ,Attached brown drift ,Attached green drift ,Attached phyllospadix drift,Attached other drift,TotalAttachedDrift,Algae holdfasts,Understory algae,Emphermal Greens ,Surfgrass rhizomes ,Coralline crusts,Red and Brown crusts,Sessile invertebrates  ,Sand and Cobble,Bare rock,Total primary cover (must equal 100%),Urchin cover,Available bare rock,Egregia,Hedophyllum,Mastocarpus,Laminaria,Alaria,Mazzaella,Costaria,Phyllospadix (Surfgrass),Nereocystis,Pyropia,Lessoniopsis,Fucus,Stephanocystis,Desmerestia ,Red Blade (Opuntaela),Erhythophyllum (red blade),Chondracanthus (turkish towel),Prionitis,Unknown or Other,Diatom,Total Canopy
FC_2025_UPZ_2_3,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,2,3,VB,18,18,0,0,0,NA,NA,0,2,14,,,,,,,,,,,,0,53,0,0,11,3,19,0,14,100,14,0,,,,,,5,,,,,,,0,0,0,0,0,0,0,,5
FC_2025_UPZ_2_4,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,2,4,FB,38,38,0,0,1,NA,NA,0,1,28,,,,,,,,,,,,0,53,0,0,14,2,3,0,28,100,28,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
FC_2025_UPZ_2_5,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,2,5,FB,12,12,0,0,1,NA,NA,0,1,10,,,,,,,,,,,,6,65,0,13,11,1,0,0,4,100,7,-3,,,,,,,,25,,,,,0,0,0,0,0,0,0,,25
SH_2025_AZ_1_1,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,1,1,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,16,0,0,6,1,7,14,0,100,0,0,,,,,,,,,,,92,,0,0,0,0,0,0,0,,92
SH_2025_AZ_1_2,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,1,2,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,39,0,8,0,0,0,19,0,100,0,0,,,,,,3,,17,,,97,,0,0,0,0,0,0,0,,117
SH_2025_AZ_1_3,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,1,3,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28,0,59,1,0,0,11,0,100,0,0,,,,,,4,,65,,,14,,0,0,0,0,0,0,0,,83
SH_2025_AZ_1_4,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,1,4,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,74,2,0,4,1,0,6,1,100,0,1,17,2,,,,43,,,,,,,0,0,0,0,0,0,0,,62
SH_2025_AZ_1_5,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,1,5,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,14,0,0.1,0,1,0,35,0,100,0,0,,,,,,,,,,,100,,0,0,0,0,0,0,0,,100
SH_2025_AZ_2_1,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,2,1,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,68,3,4,0,0,0,16,0,100,0,0,35,24,,,,43,,6,,,,,0,0,0,0,0,0,0,,108
SH_2025_AZ_2_2,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,2,2,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,67,2,17,2,0,0,9,0,100,0,0,96,26,,,,4,,26,,,,,0,0,0,0,0,0,0,,152
SH_2025_AZ_2_3,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,2,3,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70,0,1,1,0,0.1,28,0,100,0,0,15,,,,,,,1,,,,,0,0,0,0,0,0,0,,16
SH_2025_AZ_2_4,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,2,4,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62,0,0,0,0,0,38,0,100,0,0,25,,,,,,,,,,,,0,0,0,0,0,0,0,,25
SH_2025_AZ_2_5,SH,44.24923,-124.1154,6/14/25,2025,CP,AZ,2,5,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,48,2,0,2,6,0,11,26,100,0,26,2,15,,,,4,,,,,,,0,0,0,0,0,0,0,,21
SH_2025_UPZ_1_1,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,1,1,VB,2,2,0,0,0,NA,NA,0,0,2,,,,,,,,,,,,8,55,2,6,6,8,7,5,3,100,2,1,,5,,,,32,,3,,,,,0,0,0,0,0,0,0,,40
SH_2025_UPZ_1_2,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,1,2,VB,0,0,0,0,0,NA,NA,0,0,0,,,,,,,,,,,,12,24,0,0,18,5,1,0,40,100,0,40,,69,,,,,,4,,,,,0,0,0,0,0,0,0,,73
SH_2025_UPZ_1_3,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,1,3,VB,0,0,0,0,0,NA,NA,0,0,0,,,,,,,,,,,,7,10,0,0,3,3,5,0,72,100,0,72,,32,,,,,,,,,,,0,0,0,0,0,0,0,,32
SH_2025_UPZ_1_4,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,1,4,VB,0,1,0,0,0,NA,NA,0,1,2,,,,,,,,,,,,11,32,2,0,6,8,15,15,11,100,,11,7,44,,,,5,,,,,,,0,0,0,0,0,0,0,,56
SH_2025_UPZ_1_5,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,1,5,VB,0,0,0,0,0,NA,NA,0,0,0,,,,,,,,,,,,14,54,2,0,2,3,9,7,9,100,,9,,60,,,,40,,,,,,,0,0,0,0,0,0,0,,100
SH_2025_UPZ_2_1,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,2,1,VB,3,2,1,0,0,NA,NA,0,0,2,3.9,3.2,3,NA,NA,,,,,,,0,33,0,2,0,2,60,1,2,100,2,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
SH_2025_UPZ_2_2,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,2,2,VB,0,0,0,0,0,NA,NA,0,0,0,3.8,3.1,NA,NA,NA,,,,,,,0,55,0.1,0,2,1,36,0,6,100,0,6,,,,,,1,,,,,,,0,0,0,0,0,0,0,,1
SH_2025_UPZ_2_3,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,2,3,W,2,1,1,0,0,NA,NA,0,0,1,3,NA,NA,NA,NA,,,,,,,4,20,1,0,0,0,73,0,2,100,2,0,,13,,,,7,,,,,,,0,0,0,0,0,0,0,,20
SH_2025_UPZ_2_4,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,2,4,W,0,0,0,0,0,NA,NA,0,1,1,NA,NA,NA,NA,NA,,,,,,,0,4,0,0,0,0,94,0,2,100,0,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
SH_2025_UPZ_2_5,SH,44.24923,-124.1154,6/14/25,2025,CP,UPZ,2,5,W,0,1,0,0,0,NA,NA,0,2,3,NA,NA,NA,NA,NA,,,,,,,0,22,1,0,7,0,62,0,8,100,1,7,,,,,,3,,,,,,,0,0,0,0,0,0,0,,3
YB_2025_AZ_1_1,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,1,1,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,0,0,14,13,1,0.1,48,100,0,48,,57,,,,10,,,,,,,0,0,0,0,0,0,0,,67
YB_2025_AZ_1_2,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,1,2,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,67,0,0,4,3,10,0.1,4,100,0,4,,52,,,,11,,,,,7,,0,0,0,0,0,0,0,,70
YB_2025_AZ_1_3,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,1,3,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,57,0,0,12,4,8,0,5,100,0,5,,82,,,,7,,2,,,,,0,0,0,0,0,0,0,,91
YB_2025_AZ_1_4,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,1,4,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,69,0,0,10,1,2,0,1,100,0,1,,63,,,,7,,,,,,,0,0,0,0,0,0,0,,70
YB_2025_AZ_1_5,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,1,5,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,28,0,0,4,1,14,6,8,100,0,8,2,7,,,,,,,,,89,,0,0,0,0,0,0,0,,98
YB_2025_AZ_2_1,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,2,1,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,2,0,0,35,6,1,4,12,100,0,12,,,,,,,,,,,92,,0,0,0,0,0,0,0,,92
YB_2025_AZ_2_2,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,2,2,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.1,0,0,26,11,8,0,55,100,0,55,,,,,,,,,,,99,,,,,,,,5,,104
YB_2025_AZ_2_3,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,2,3,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,46,0,0,0.1,1,4,0,42,100,0,42,,34,,,,,,,,,,,,,,,,,,,34
YB_2025_AZ_2_4,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,2,4,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,32,0,15,2,5,7,9,28,100,0,28,,9,,,,,,,,,13,,,,,,,,,,22
YB_2025_AZ_2_5,YB,44.3114,-124.1086,6/13/25,2025,CP,AZ,2,5,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,5,0,14,3,3,3,4,1,100,0,1,,,,,,,,,,,95,,,,,,,,,,95
YB_2025_UPZ_1_1,YB,44.3114,-124.1086,6/13/25,2025,CP,UPZ,1,1,VB,1,0,1,0,0,NA,NA,0,0,1,,,NA,NA,NA,,,,,,,0,39,0,0,3,4,15,0.1,39,100,,39,,,,,,,,,,,,,,,,,,,,,0
YB_2025_UPZ_1_2,YB,44.3114,-124.1086,6/13/25,2025,CP,UPZ,1,2,VD,2,0,2,0,0,NA,NA,0,0,2,,NA,NA,NA,NA,,,,,,,0,1,0,0,74,7,12,0,6,100,,6,,,,,,,,,,,,,,,,,,,3,,3
YB_2025_UPZ_1_3,YB,44.3114,-124.1086,6/13/25,2025,CP,UPZ,1,3,FB,0,0,0,0,0,NA,NA,0,0,0,,NA,NA,NA,NA,,,,,,,3,6,0,0,8,0,79,0.1,4,100,,4,,,,,,,,,,,12,,,,,,,,,,12
YB_2025_UPZ_1_4,YB,44.3114,-124.1086,6/13/25,2025,CP,UPZ,1,4,FB,0,0,0,0,0,NA,NA,0,0,0,,NA,NA,NA,NA,,,,,,,0,57,0,0,0.1,4,12,0,27,100,,27,,,,,,,,,,,,,,,,,,,,,0
YB_2025_UPZ_1_5,YB,44.3114,-124.1086,6/13/25,2025,CP,UPZ,1,5,VD,2,0,2,0,0,NA,NA,0,0,1,,,NA,NA,NA,,,,,,,2,77,0,0,4,1,15,0,1,100,,1,,,,,,7,,,,,,,,,,,,,,,7
WC_2025_AZ_1_1,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,1,1,VD,1,1,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,15,78,3,0,0,1,1,0,2,100,1,1,,,32,,,25,,,,,,,,,,,,,,,57
WC_2025_AZ_1_2,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,1,2,VD,1,0,1,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,9,79,3,0,0,5,0,2,2,100,1,1,,,21,,,22,,,,,,,,,,,,,,,43
WC_2025_AZ_1_3,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,1,3,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,3,9,0.1,0,0,11,7,0,70,100,0,70,,,9,,,11,,,,21,,,,,,,,,,,41
WC_2025_AZ_1_4,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,1,4,VD,9,1,8,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,12,58,9,0,4,4,2,0,11,100,5,6,10,,15,,,24,,,,12,,,,,,,,,,,61
WC_2025_AZ_1_5,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,1,5,VB,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,14,78,3,0,1,0,0,2,2,100,0,2,,2,22,,,60,,,,7,,,,,,,,,,,91
WC_2025_AZ_2_1,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,2,1,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,6,42,6,0,1,0,1,38,6,100,0,6,,30,,,36,,,,,,,,,,,,,,,,66
WC_2025_AZ_2_2,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,2,2,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,10,41,2,25,4,6,0,10,2,100,0,2,85,,,,2,,,,,,,,,,,,,,,,87
WC_2025_AZ_2_3,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,2,3,VD,12,0,0,12,6,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,1,20,9,26,9,2,0,2,31,100,20,11,,,,,8,,,5,,,,,,,,,,,,,13
WC_2025_AZ_2_4,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,2,4,FD,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,2,80,1,0,0,1,5,2,9,100,0,9,,8,,,,4,,,,,,6,,,,,,,,,18
WC_2025_AZ_2_5,WC,42.2229,-124.383,6/25/25,2025,SO,AZ,2,5,VD,1,0,0,1,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,2,44,14,10,6,4,0,5,15,100,1,14,,5,,,8,6,,10,,,,,,,,,,,,,29
WC_2025_UPZ_1_1,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,1,1,VB,4,0,0,4,0,NA,0,0,2,2,,,,,,,,,,,,28,30,1,0,17,4,2,0,18,100,6,12,,16,,1,14,16,7,,,,,,65,,,,16,,,,135
WC_2025_UPZ_1_2,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,1,2,FD,1,1,0,0,0,NA,0,0,8,9,,,,,,,,,,,,0,12,0.1,0,9,0,0,0,79,100,1,78,,,,,,,,,,,,,,,,,,,,,0
WC_2025_UPZ_1_3,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,1,3,VD,12,11,0,1,3,NA,0,0,6,17,,,,,,,,,,,,6,33,4,0,8,3,2,0,44,100,11,33,,11,,,,7,,,,,,,,,,,,,,,18
WC_2025_UPZ_1_4,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,1,4,VD,11,10,0,1,1,NA,0,0,5,15,,,,,,,,,,,,4,63,0.1,0,9,0,1,0,23,100,10,13,,8,,,,27,,,,,,,,,,,,,,,35
WC_2025_UPZ_1_5,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,1,5,VB,7,6,0,1,0,NA,0,0,7,13,,,,,,,,,,,,9,8,0,0,15,2,1,0,65,100,7,58,,,,,,5,35,,,,,,,,,,,,,,40
WC_2025_UPZ_2_1,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,2,1,VD,25,1,5,19,0,NA,0,0,0,5,,,,,,,,,,,,0,1,0.1,0,24,12,1,0.1,62,100,24,38,,,,,,,,,,,,,,,,,,,,,0
WC_2025_UPZ_2_2,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,2,2,VB,19,3,3,13,4,NA,0,0,4,7,,,,,,,,,,,,9,22,5,0,3,4,7,9,41,100,35,6,,,,,,5,25,,,,,,,,,,,,,,30
WC_2025_UPZ_2_3,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,2,3,VB,2,1,1,0,1,NA,0,0,4,5,,,,,,,,,,,,4,69,5,0,3,1,2,0,16,100,3,13,,24,,,,9,3,,,,,,,,,,,,,,36
WC_2025_UPZ_2_4,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,2,4,VD,1,0,0,1,0,NA,0,0,12,12,,,,,,,,,,,,0,2,1,0,12,26,0.1,0,59,100,1,58,,,,,,,,,,,,,,,,,,,,,0
WC_2025_UPZ_2_5,WC,42.2229,-124.383,6/25/25,2025,SO,UPZ,2,5,VB,9,6,3,0,2,NA,0,0,7,13,,,,,,,,,,,,10,26,3,0,10,8,5,4,34,100,9,25,,,,,,3,50,15,,,,,,7,,,,,,,75
WC_2025_NPZ_1_1,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,1,1,VB,39,3,12,24,32,NA,15,0,0,3,,,,,,,,,,,,0,1,1,0,44,14,1,0,39,100,37,2,,,,,,,1,,,,,,,,,,,,,,1
WC_2025_NPZ_1_2,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,1,2,FB,1,0,1,0,4,NA,0,0,0,0,,,,,,,,,,,,0,0,2,5,3,8,0.1,0,82,100,1,81,,,,,,,,,,,,,,,,,,,,,0
WC_2025_NPZ_1_3,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,1,3,VB,29,0,1,28,2,NA,0,0,0,0,,,,,,,,,,,,0,0,0,0,7,2,1,11,79,100,38,41,,,,,,,,,,,,,,,,,,,,,0
WC_2025_NPZ_1_4,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,1,4,VB,20,0,1,19,2,NA,0,0,0,0,,,,,,,,,,,,0,0,1,0,11,6,1,2,79,100,26,53,,,,,,,,,,,,,,,,,,,,,0
WC_2025_NPZ_1_5,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,1,5,VB,1,0,1,0,3,NA,0,0,0,0,,,,,,,,,,,,0,4,0.1,33,13,5,2,0.1,43,100,1,42,,,,,,,,23,,,,,,,,,,,,,23
WC_2025_NPZ_2_1,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,2,1,CD,28,0,3,25,1,NA,0,0,0,0,,,,,,,,,,,,0,0,0.1,0,9,10,2,0,79,100,44,35,,,,,,,,,,,,,,,,,,,,,0
WC_2025_NPZ_2_2,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,2,2,CD,27,0,4,23,0,NA,0,1,0,0,,,,,,,,,,,,0,0,0,0,12,6,0,10,72,100,35,37,,,,,,,,,,,,,,,,,,,,,0
WC_2025_NPZ_2_3,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,2,3,CD,22,0,1,21,0,NA,0,0,0,0,,,,,,,,,,,,0,0,0,0,7,4,0,2,87,100,37,50,,,,,,,,,,,,,,,,,,,,,0
WC_2025_NPZ_2_4,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,2,4,CD,36,0,1,35,0,NA,0,0,0,0,,,,,,,,,,,,0,0,0,0,9,3,0,0.1,88,100,38,50,,,,,,,,,,,,,,,,,,,,,0
WC_2025_NPZ_2_5,WC,42.2229,-124.383,6/25/25,2025,SO,NPZ,2,5,VB,16,0,3,13,0,NA,0,0,0,0,,,,,,,,,,,,0,0,3,0,11,3,1,7,75,100,26,49,,,,,,,,,,,,,,,,,,,,,0
RP_2025_AZ_1_1,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,1,1,FB,0,0,0,0,0,NA,0,0,1,1,,,,,,,,,,,,32,16,0,21,19,4,0,0,8,100,0,8,0,20,0,0,25,30,0,29,0,0,0,0,0,0,0,0,0,0,0,0,104
RP_2025_AZ_1_2,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,1,2,FB,2,2,0,0,1,NA,0,0,0,2,,,,,,,,,,,,31,61,0,0,3,0,0.1,3,2,100,1,1,,,,,,53,,,,,,,,,,,,,,,53
RP_2025_AZ_1_3,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,1,3,FB,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,17,34,48,0,0,0,0,1,0,100,0,0,,,,,,22,,,,12,,,,,,,,,,,34
RP_2025_AZ_1_4,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,1,4,FB,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,17,68,9,0,0,0,0,6,0,100,0,0,,,,,20,40,,,,,,,,,,,,,,,60
RP_2025_AZ_1_5,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,1,5,FB,0,0,0,0,0,NA,0,0,1,1,,,,,,,,,,,,15,35,2,0,0,0,0,46,2,100,0,2,,3,,,3,70,,,,,,,,,,,,,,,0
RP_2025_AZ_2_1,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,2,1,FB,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,10,79,0,11,0,0,0,0,0,100,0,0,,,,,1,21,,,,,,,,,,,,,,,22
RP_2025_AZ_2_2,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,2,2,FB,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,21,5,4,0,5,10,1,0,54,100,0,54,,13,5,,,3,,,,24,,,,,,,,,,,45
RP_2025_AZ_2_3,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,2,3,FB,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,0,0,95,0,0,0,5,0,100,0,0,,,,,,,,95,,,,,,,,,,,,,95
RP_2025_AZ_2_4,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,2,4,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,60,0,0,0,0,0,3,0,37,100,,37,,,,,,,,,,65,,,,,,,,,,,65
RP_2025_AZ_2_5,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,2,5,FB,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,11,82,0,0,4,0,0,3,0,100,0,0,,23,,,,20,,,,,,,,,,,,,,,43
RP_2025_NPZ_1_1,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,1,1,VD,45,1,10,35,14,NA,0,0,0,1,,,,,,,,,,,,2,10,0.1,0,22,5,1,20,40,100,40,0,,,,,16,16,,,,,,,,,,,,,,,32
RP_2025_NPZ_1_2,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,1,2,VD,71,0,25,46,17,NA,9,0,0,0,,,,,,,,,,,,0,0,0,0,12,9,5,23,51,100,65,-14,,,,,12,,,,,,,,,,,,,,,,12
RP_2025_NPZ_1_3,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,1,3,VD,6,0,2,4,3,NA,0,0,0,0,,,,,,,,,,,,8,38,1,8,18,6,4,6,11,100,6,5,,9,,,3,22,,,,,,,,,,,,,,,34
RP_2025_NPZ_1_4,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,1,4,CD,49,0,5,44,3,NA,0,0,0,0,,,,,,,,,,,,0,0,0,0,13,5,5,18,59,100,71,-12,,,,,,,,,,,,,,,,,,,,,0
RP_2025_NPZ_1_5,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,1,5,VD,45,0,7,38,6,NA,0,0,0,0,,,,,,,,,,,,0,15,1,0,15,9,7,15,38,100,37,1,,,,,,,,,,,,,,,,,,,,,0
RP_2025_NPZ_2_1,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,2,1,VD,33,0,8,25,10,NA,NA,0,0,0,,,,,,,,,,,,0,0,0,0,43,0,4,15,38,100,42,-4,,,,,,,,,,,,,,,,,,,,,0
RP_2025_NPZ_2_2,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,2,2,VD,23,1,20,2,6,NA,NA,0,0,1,,,,,,,,,,,,0,0,0,0,53,9,2,2,34,100,17,17,,,,,,,,,,,,,,,,,,,,,0
RP_2025_NPZ_2_3,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,2,3,VD,28,1,2,25,16,NA,NA,0,0,1,,,,,,,,,,,,0,0,0,0,45,0,2,11,42,100,37,5,,,,,,,,,,,,,,,,,,,,,0
RP_2025_NPZ_2_4,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,2,4,VD,54,10,2,32,15,2,NA,0,0,0,,,,,,,,,,,,0,0,0,0,12,0,2,29,57,100,69,-12,,,,,,,,,,,,,,,,,,,,,0
RP_2025_NPZ_2_5,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,2,5,VD,27,5,4,18,17,4,NA,0,0,0,,,,,,,,,,,,5,0,0,0,21,2,2,19,51,100,40,11,,,,,,,,,,,,,11,,,,,,,,11
RP_2025_UPZ_1_1,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,1,1,VB,17,5,16,1,16,NA,5,0,1,6,,,,,,,,,,,,2,24,0,0,28,11,9,0,26,100,22,4,,32,,,,3,,,,,,,,,,,,,,,35
RP_2025_UPZ_1_2,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,1,2,VB,12,12,0,0,12,NA,0,0,2,14,,,,,,,,,,,,10,64,0,0,15,2,1,0,8,100,7,1,,23,,,6,8,,,,,2,,,,,,,,,,39
RP_2025_UPZ_1_3,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,1,3,VD,26,1,5,20,0,NA,0,0,0,1,,,,,,,,,,,,2,20,0,0,21,3,5,3,46,100,30,16,,14,,,,7,,,,,,,,,,,,,,,21
RP_2025_UPZ_1_4,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,1,4,VB,6,6,0,0,6,NA,0,0,1,7,5,4.5,4,3.5,3,,,,,,,21,15,0,0,48,7,4,0,5,100,5,0,,70,,,,,,,,,,,,,,,,,,,70
RP_2025_UPZ_1_5,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,1,5,VB,17,2,15,0,13,NA,3,0,1,3,,,,,,,,,,,,8,10,1,0,12,18,16,1,34,100,10,24,,73,,,,5,,,,,,,,,,,,,,,78
RP_2025_UPZ_2_1,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,2,1,FD,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,17,16,0,0,11,51,0.1,0,5,100,0,5,,63,,,,3,,,,,,,,,,,,,,,66
RP_2025_UPZ_2_2,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,2,2,VB,36,14,18,4,18,NA,6,0,2,16,,,,,,,,,,,,10,22,0,0,14,7,7,0,40,100,25,15,,36,,,9,10,,,,,,,,,,,,,,,55
